estimator	chain	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
LogP0	0	15.835399617056362	18.1340992962856	25.007031055474926	39.41893933938375	53.83007467059608	74.74185352256747	80.32321303893336	90.38938296268668	96.09938220045147	112.36811030695482	131.82084027539463	136.80486371108088	147.0129500167068	158.236968531157	159.16471446420957	174.90543468956503	182.47818505244882	205.44218087829665	218.33718430689137	225.266005874141	233.23672565958063	244.88265307657824	254.68095547142585	269.5950382510354	283.9053423895655	296.13874496326065	307.36439579397717	317.2123157021127	326.7328612082599	326.80073170078197	327.0657959948846	336.5510034519199	359.78043725954893	368.1027371742378	374.37019808688007	385.6979570749875	390.91514634462123	399.9316420991431	409.6419209139332	413.8245272278488	434.9451485510996	444.4287614728048	443.6974237212278	451.60515155001207	457.78844980481887	468.99736695229836	480.5428400758823	492.32253557528725	495.9771317416751	511.36415783348843	517.532954373113	526.8232959566552	533.902177076686	545.3636881669894	567.7906612209548	578.9975014273219	590.5216336444489	603.1162663257243	600.6754676145788	617.5445253653314	625.1154439056816	640.2827277155983	644.7916288346496	655.0476536235624	667.7075530867937	675.2416271196273	684.6484359085604	696.9093408974513	706.982941463071	714.4052580601137	729.112657601534	733.761624461885	748.3887746775041	757.1634257568462	767.1496975643449	791.3667234363068	811.0957746517694	827.617618857497	839.9894817365397	856.3553553589164	869.0698358223419	880.4277515853563	897.212093757128	911.4545833241682	916.398501485819	928.3835591225608	941.5723456780601	939.794816814573	952.7853122971449	967.2126641804645	985.107179026345	996.6680578801552	1004.1893359493272	1005.503496276999	1011.3394502560636	1024.1109942569838	1027.3859731915368	1033.4366979595716	1046.8549681095767	1043.185936081086
LogP0	1	19.263306974133446	36.04789042639527	40.95100432313655	49.90852226447741	55.08540666359888	62.847065158593544	75.74041475582337	91.60469323914336	94.49587047005289	110.88549555067463	123.83273035999383	123.5182728145063	129.15545677494234	119.16719297086179	129.02911478444148	124.93167016325738	138.11481041026644	152.18462430236366	166.2900437902777	181.00714736420215	194.79843628805	203.41143361399355	213.7864257493243	222.42747183241048	232.29339657270071	241.99734369605466	252.83281818272894	260.2903990404039	265.91595359807394	304.6331538136126	275.4697230445205	250.21353451047656	266.1732780062818	271.2798602166322	282.0926241759715	288.65540776018025	291.17983241059665	303.9970537943693	315.1585899791509	326.0960014112319	338.34244874834974	350.6439587594943	363.5894151683608	379.6621497302955	394.79543203391535	409.7561251540181	409.1089551187885	420.4422612799218	440.18944385824807	425.8378735995963	440.63941576679076	448.972982679961	462.9630376447116	475.2360704688216	483.8369253796802	484.67393041978806	495.7186558306632	512.8485960453055	527.357028784858	543.3488056768135	547.3788127919062	643.2441209683356	659.5412992461014	675.6117378601468	685.950365791528	705.5739066432051	724.397888137041	731.5801527503565	738.4606233145785	734.3454591209297	670.7353130117732	765.9169052818476	777.6201841236963	793.9454635174154	796.7014346175257	801.4591118833418	803.5674019404635	811.6234909859379	723.9460778477414	831.4063415764138	847.9996214778378	859.5975994889832	871.6981686298554	883.987483002975	897.4923250959046	909.1106327989881	919.2520707037527	940.1924788009007	938.2075302874291	940.8851491586397	960.8680987854669	977.4380454604154	982.3399580423875	1000.1864133920614	1011.088276499498	1023.6417825766699	1028.5351566808686	932.7115934507322	942.1928517065085	957.8871970750511
LogP0	2	9.647240353500193	16.601399249974722	25.130520274751547	34.79629623960472	44.823216387725616	50.742305506573004	62.576962822069156	70.13943714928563	70.76666720649155	76.46036230192965	86.30003006144993	92.68950113469111	102.42109712203643	114.10233407298024	126.20566416778529	135.2362841920384	146.73048358122077	156.02330892058265	163.0765888529186	171.1012885305624	185.78308294479407	193.66114701694113	201.01388533847776	214.76716585971968	226.0776964766478	243.06798981209516	249.68066349794117	262.7703054109808	272.32421034024543	281.40156432827695	292.9301153875003	305.56383210222765	315.7892141533415	325.8853885242943	334.31550342127304	347.4942793283802	359.4471184738044	370.7296876943433	379.7825702640632	393.81679947238337	405.0407168608736	410.5453535388915	425.1647471302919	432.87430667204234	446.5027996004472	463.38426588897363	479.3016300585083	490.02568942096906	496.1053233574298	507.3625399892507	519.1643287622406	534.0081719183607	544.6212590819658	554.6529593327757	566.8742007932226	577.9187976405277	586.9583426240154	596.5814238571011	608.013519976013	616.0245116591337	623.2073329390699	634.0067038107512	647.8082641593905	660.0341749049812	670.3597168717004	684.3329725917489	695.3885627082284	710.3812003012466	724.519746318302	735.7602165203307	743.1115195205704	741.9136338526469	745.9951441029777	753.140993163581	757.9622295978899	767.3754948164607	777.0416775413603	784.83069698118	796.2551242583045	808.7501684885665	830.8942235660257	823.5350475979825	831.6015159467414	850.2185043784062	859.6015043643503	865.4933742469035	878.8849664697409	889.8828487092525	901.3305498010956	915.4032920780968	919.7912138093634	930.6275076293307	950.40181269728	961.0306006581873	972.0016566883854	977.5624004148083	989.8749184371272	999.7278115621231	1008.0458848735616	1016.8980697543817
LogP0	3	14.879468870439954	19.57660491865529	36.27126429770046	49.534042807373936	58.674998521073576	76.05655101453341	85.96620932400396	87.44176197917224	96.67762175255916	110.0499263976881	120.18720379560311	133.3138963432242	151.88500821329507	157.85263452686775	159.2285545884449	157.0515997721879	162.86646223029618	171.4116789858732	184.37863449019898	196.23081918228203	208.94246054966925	217.36132824102214	235.6131127367313	251.83297107656378	263.0889548763783	277.14610286436505	291.1121097248346	300.109743898072	309.64105895928475	320.7518566875701	334.6834339522853	347.67132796764224	346.7398875888729	356.3582041471224	366.8063473863191	378.09956551646934	393.4704915274942	402.68454539249007	404.52769354664133	420.8128809351313	422.7529272585449	442.09237328954634	436.8126650326801	447.29469057286343	454.32074604492885	461.70675994942917	473.5920640010218	490.1471424019791	497.4229787362413	511.7209913994691	524.2986674890726	534.2917848672992	550.7439323304808	560.6899184188314	561.8277119216723	572.9184616696787	587.9857460058843	601.1187791982234	616.1929372835219	627.7703848688984	629.731516997176	642.9140444893507	659.0413111881828	671.6120278475644	683.0715391137911	692.8015900760375	709.1964476246828	725.7252466939912	740.9227901116521	759.0799965046364	775.0645277187687	789.1874089866774	798.1820902516796	793.6777491854714	805.0427634296913	820.1724454198476	833.8742972432582	834.626724078396	843.270383408068	853.1581428715864	875.5725216083781	880.5713617163352	896.3354781389273	909.2962007337061	925.1345452627387	946.8057763289834	962.5202458845645	973.5784140451493	984.5741273637801	996.2640416433145	1006.5494421244905	1019.7050237625504	1031.5363658745289	1041.0201513433651	1044.2070504761018	1062.4716707442556	1073.9003540908734	1087.4337628085177	1101.9435411785903	1114.4740880304587
LogP1	0	11.98265711022658	21.35877767817281	31.87106039391449	42.57055410266451	56.609165447581624	76.96949630028008	78.82280633857958	91.44599827424673	99.03471966609769	116.03943147802161	126.55818311737173	131.8606652247209	141.92587605217705	150.90337291699666	156.7410400377409	173.5540658054766	186.2520049595916	198.9032150867716	212.1344465431981	218.18549166632576	230.62579844283707	241.59998515280782	251.77146488345105	265.2396108753221	283.5899760948932	293.63782856330323	308.17889811957235	318.72419474994626	322.60043512599134	326.8280117700016	330.5058713507386	339.0142139259145	356.0307570367041	363.9050253740878	368.5013558330524	382.1684679487018	388.3307383793982	399.9458243029764	412.4748378511499	421.3231580011088	441.8814174018342	449.78247534683976	455.96844182990657	460.70874072503346	470.596020197646	482.18124348757465	492.2371209804428	501.91430121739245	510.20251004485664	521.6847344776394	523.9350526124528	531.4906115344336	539.7311528662076	549.3394555836345	567.1180716612864	579.0608071555537	587.1607359828832	599.9325977500137	591.7454125367655	609.2767401717185	618.9951247567838	634.570865636602	644.7095697633873	653.9918939775669	662.7999037188747	671.4232233956237	682.6003877509352	698.0693497410783	706.0694064019066	711.6823664527775	727.0708227359045	737.7371078106416	744.9669435867833	756.9158144285217	767.0194619126138	785.7185017506935	803.6813504996762	821.5428568091071	833.8925796552518	853.1736805330148	866.3499593980235	879.7195239753484	897.040188001488	908.557161273324	911.643956948294	925.6751214621834	939.2763362382505	942.9420290009919	951.85342285163	963.4030492406466	978.4864916052513	992.3070333065725	1000.1696994289667	999.9277307530951	1005.461641653306	1018.3229307375528	1024.3683675179634	1028.1388601659473	1040.3934342409593	1040.6215450966097
LogP1	1	19.2909927831746	38.85506514689621	47.65378608323984	54.13754173652144	53.44690989238991	59.89402879462783	68.85784753386497	84.02793800651023	97.96045486436381	111.92651088873335	128.47138934409725	147.47305834305664	157.5581138524264	171.0557388308781	184.17100217012285	195.53311834290142	218.31518090361536	220.92212890250562	236.8493134818783	243.32038114481247	264.6389368616062	274.79888172168774	289.7323955485314	304.09958412257527	309.2039596069186	318.28105183418916	315.8034363077847	321.69961610336526	305.3987634352965	337.4411805086402	312.06996217871523	309.07850279780354	324.266150524924	328.36949958272396	338.6835956401632	350.43120245283893	352.8890040798889	366.26870707389764	423.0349576718679	435.28072651206924	458.0240218110957	470.7813900762035	433.5070780056826	504.33964419711043	477.89382438410433	529.2042251582258	487.64509995422287	503.96282629565815	560.0260711678262	560.6250211651957	571.4076359229996	573.8585532229339	585.427929619938	604.1195328541	613.0531659190611	622.2155626596128	637.8113400792007	653.4979337487819	665.8138236984202	682.7052309357529	694.766233435353	712.4680437772457	725.6560196082908	742.2824749812839	753.6092758996779	762.4477836450493	779.9103918665653	789.3266815801569	798.6873644359968	794.185016342095	803.2727371587517	815.9620156778265	826.9299747982317	841.0684751265507	849.671316182778	863.2909839196121	864.6597590322242	872.215926509602	884.4414651515395	900.940342443635	911.1070021803954	925.1597137842975	939.6682967607936	953.7590080973303	968.0672848462918	980.9150499192767	992.9490611967515	1015.823068177382	1015.3370843378257	1020.5222713302082	1035.1325516340876	1052.019297219982	1061.334360784273	1078.8000839009565	1089.9538508455905	1099.05600617158	1109.0272326638878	1121.7606420165728	1135.1103503950646	1132.3846310847134
LogP1	2	11.940092142115482	31.513171355480218	34.293121946156795	45.79854810112011	53.57496759481274	63.32362001403237	72.31174731004504	81.24634336851179	85.54005176309819	83.6821912646082	90.8056841295873	96.74816700304065	103.64825767150938	119.73587538348936	129.08847595048678	138.38746226289192	150.1377420064093	159.1601183444945	163.98912386094503	175.59545964508465	188.8986747172212	185.79519102154913	193.50042284359287	207.50689455944922	214.0413568208466	228.69687941283684	238.35091670611823	251.74009122966072	262.06612004157745	272.2970001784923	284.45936817609095	293.6332064759265	303.7308077147967	315.5447282303352	322.27171527298475	334.24198103109825	338.21496761194487	350.61350620610096	359.810573035036	369.68901832267636	383.0660269107603	383.81976077097596	397.32318886517993	404.26272865216276	420.42054115478805	435.6373893888442	450.74360594101785	462.80817187831326	471.96786427094554	481.5934085952177	492.5226030420518	508.6661081228381	520.8209662052839	523.9985294693909	534.9904467703577	546.6542385386806	556.3606960922084	562.4293961416685	572.8953922904528	580.7331261866578	589.3526664422382	601.5731372808115	612.5010229404525	624.6333180896706	632.578225385295	645.869266437933	655.8251104159076	668.5043356279594	682.4102181992976	694.5392843257563	698.6211726244514	701.9800310790281	711.6961097372929	716.2911213561459	724.5621519608723	735.5392938643121	745.6491850455822	752.2478846181288	762.9776881375582	775.4957849901173	791.7179439290455	785.7860451666281	795.1065267611277	811.5701888088142	823.1194935965874	837.5774101897103	852.894044045654	857.9831288730576	873.0710027037114	887.2598400437203	896.9465648667347	905.3351987190188	921.055542426232	932.8876310904553	946.5219710302576	945.8589675863489	949.5788321848994	957.4949789738585	964.5575990999887	978.4336091562382
LogP1	3	16.304455571454135	22.334802904630116	34.77426006561603	45.31835693335069	48.19224230299298	63.145241689493666	77.47804858559738	88.71498086490459	93.58055443327355	104.54221114736069	119.5432563578888	134.2845231799436	153.0464022303952	164.0320415499316	164.71675594509975	165.6099429929574	170.2897827340683	178.44514436081815	191.55148538014504	206.6070736690545	221.39275048253492	233.22542486138832	249.80781899367292	270.5122711532903	274.59539099000114	287.24231227553275	304.1171652878667	307.7162009250583	318.1487944315027	332.89523669233193	346.1516258135391	357.0131541929686	357.1342669074196	366.4768694407948	379.0686264793919	389.332367719096	398.6470504144984	404.73102831306454	409.09517914706925	428.13787185461547	423.64936423655536	373.2346641935292	373.8411286984692	382.6189210139554	390.6291880246549	402.59747173105285	404.6025956759074	418.8620421417916	430.8367310466816	443.6016942063058	454.9708793463305	467.6306601163624	534.6409019591089	546.8891263683753	495.0932161232889	507.45964230516506	516.9672381988878	525.6062476427027	595.9144725153097	610.0619433765569	615.1007726784982	629.0290495681451	648.3382553358399	664.0195694478826	678.7016358292152	688.7607907415315	705.1033909463545	720.4483240564621	728.2195755098328	743.499395837809	760.5667533982937	768.7879967009688	777.6301876074357	778.6846530482087	785.2844991653568	800.4705994672796	811.2848638797005	818.0706368594088	834.4608894461263	844.5568195195234	874.5041325656002	883.0286298970154	897.9964102444079	903.1875667535367	916.2704087593681	936.6310646134604	952.1850840936563	964.8239172871906	968.7263528600887	981.6264640394015	989.3808799182206	997.8292175630371	1012.4925675514065	1025.051296924139	1030.025039737069	1043.0919899422784	1046.986549373179	1059.8207147346334	1071.7285674956802	1082.3045711136917
CLADE_INDICATOR	0	18.0	28.0	37.0	54.0	59.0	70.0	74.0	88.0	94.0	102.0	110.0	124.0	144.0	143.0	146.0	163.0	168.0	184.0	180.0	198.0	209.0	229.0	228.0	246.0	244.0	264.0	266.0	274.0	280.0	294.0	307.0	311.0	316.0	335.0	345.0	359.0	356.0	367.0	387.0	395.0	410.0	423.0	428.0	430.0	443.0	452.0	471.0	474.0	495.0	483.0	511.0	521.0	520.0	546.0	544.0	538.0	564.0	544.0	575.0	601.0	614.0	601.0	628.0	653.0	660.0	667.0	664.0	684.0	695.0	685.0	721.0	723.0	747.0	741.0	773.0	763.0	781.0	785.0	794.0	806.0	810.0	840.0	824.0	833.0	868.0	860.0	918.0	889.0	918.0	894.0	890.0	937.0	913.0	941.0	957.0	919.0	972.0	970.0	983.0	994.0
